Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
560,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:54:12 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"16400 ms",config.xlsx,S_13_V80_30.mp4,30,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2970,7.10,66a502272f546f0bf6174944
561,770493c5daa764a7981ec5b5ca4ec4a1,"Tuesday 11th of February 2025 02:54:15 PM UTC","South Africa","19 to 30",Female,Post-Graduate,Administrative,"Positive (+)",Low,Beauty,Bad,"3000 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2181,5.21,65a14e1fa6d1ee93683b2526
562,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:54:22 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Good,"3500 ms",config.xlsx,S_11_V30_80.mp4,25,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1787,4.27,667da6b83c73b101dbb3f463
563,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:54:45 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Fair,"13500 ms",config.xlsx,S_3_V50_100.mp4,8,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8236,15.70,66a502272f546f0bf6174944
564,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:54:52 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"1900 ms",config.xlsx,S_1_V30_80.mp4,1,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2067,6.07,667da6b83c73b101dbb3f463
565,770493c5daa764a7981ec5b5ca4ec4a1,"Tuesday 11th of February 2025 02:55:00 PM UTC","South Africa","19 to 30",Female,Post-Graduate,Administrative,"Positive (+)",Low,Beauty,Fair,"11300 ms",config.xlsx,L_16_V30_80.mp4,71,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2162,7.77,65a14e1fa6d1ee93683b2526
566,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:55:12 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"2700 ms",config.xlsx,S_14_V100_50.mp4,33,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,66a502272f546f0bf6174944
567,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:55:13 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"2300 ms",config.xlsx,S_3_V30_80.mp4,6,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2341,4.46,667da6b83c73b101dbb3f463
568,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:55:38 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"2300 ms",config.xlsx,S_10_V50_100.mp4,23,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,32503,77.69,667da6b83c73b101dbb3f463
569,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:55:39 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"4100 ms",config.xlsx,S_7_V80_30.mp4,16,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,877,2.10,66a502272f546f0bf6174944
570,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:55:58 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Bad,"3500 ms",config.xlsx,S_25_V30_80.mp4,57,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1441,2.33,667da6b83c73b101dbb3f463
571,770493c5daa764a7981ec5b5ca4ec4a1,"Tuesday 11th of February 2025 02:56:06 PM UTC","South Africa","19 to 30",Female,Post-Graduate,Administrative,"Positive (+)",Low,Beauty,Bad,"2500 ms",config.xlsx,L_4_V30_80.mp4,63,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,918,6.57,65a14e1fa6d1ee93683b2526
572,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:56:55 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"10200 ms",config.xlsx,L_26_V100_50.mp4,78,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,42794,306.39,66a502272f546f0bf6174944
573,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:57:09 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"5000 ms",config.xlsx,L_29_V50_100.mp4,80,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,35119,251.44,667da6b83c73b101dbb3f463
574,770493c5daa764a7981ec5b5ca4ec4a1,"Tuesday 11th of February 2025 02:57:10 PM UTC","South Africa","19 to 30",Female,Post-Graduate,Administrative,"Positive (+)",Low,Beauty,Fair,"3900 ms",config.xlsx,L_10_V30_80.mp4,67,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,5236,33.82,65a14e1fa6d1ee93683b2526
575,380c4fa0cfd87e70845e921d7e39d81f,"Tuesday 11th of February 2025 02:57:32 PM UTC","South Africa","19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Excellent,"415500 ms",config.xlsx,S_7_V80_30.mp4,16,"Chrome 132.0.0.0","1366 X 768",Windows,1080,1920,32,16:9,877,2.10,611e125063d1a52330225838
576,770493c5daa764a7981ec5b5ca4ec4a1,"Tuesday 11th of February 2025 02:57:36 PM UTC","South Africa","19 to 30",Female,Post-Graduate,Administrative,"Positive (+)",Low,Beauty,Good,"2600 ms",config.xlsx,S_7_V100_50.mp4,17,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,13350,31.91,65a14e1fa6d1ee93683b2526
577,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:57:37 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"4400 ms",config.xlsx,S_16_V50_100.mp4,37,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,10008,23.92,667da6b83c73b101dbb3f463
578,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:57:56 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"2800 ms",config.xlsx,L_10_V30_80.mp4,67,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,5236,33.82,66a502272f546f0bf6174944
579,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:58:01 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"1900 ms",config.xlsx,S_13_V80_30.mp4,30,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2970,7.10,667da6b83c73b101dbb3f463
580,380c4fa0cfd87e70845e921d7e39d81f,"Tuesday 11th of February 2025 02:58:14 PM UTC","South Africa","19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"18400 ms",config.xlsx,S_14_V50_100.mp4,32,"Chrome 132.0.0.0","1366 X 768",Windows,1080,1920,32,16:9,21543,51.50,611e125063d1a52330225838
581,380c4fa0cfd87e70845e921d7e39d81f,"Tuesday 11th of February 2025 02:59:01 PM UTC","South Africa","19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"14100 ms",config.xlsx,S_6_V100_50.mp4,14,"Chrome 132.0.0.0","1366 X 768",Windows,1080,1920,66,16:9,12952,29.46,611e125063d1a52330225838
582,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:59:10 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Good,"5200 ms",config.xlsx,L_11_V50_100.mp4,68,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,27807,199.09,667da6b83c73b101dbb3f463
583,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:59:25 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"63500 ms",config.xlsx,S_8_V100_50.mp4,19,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,66a502272f546f0bf6174944
584,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 02:59:35 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"2600 ms",config.xlsx,S_9_V30_80.mp4,20,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1935,4.62,667da6b83c73b101dbb3f463
585,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 02:59:52 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"4100 ms",config.xlsx,S_16_V100_50.mp4,38,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,23765,56.81,66a502272f546f0bf6174944
586,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:00:01 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"2900 ms",config.xlsx,S_22_V100_50.mp4,52,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,667da6b83c73b101dbb3f463
587,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:00:24 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"2300 ms",config.xlsx,S_4_V100_50.mp4,10,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,667da6b83c73b101dbb3f463
588,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:01:03 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"12600 ms",config.xlsx,L_14_V100_50.mp4,70,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,29812,192.57,66a502272f546f0bf6174944
589,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:01:26 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"500 ms",config.xlsx,L_8_V100_50.mp4,66,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,17100,122.43,667da6b83c73b101dbb3f463
590,380c4fa0cfd87e70845e921d7e39d81f,"Tuesday 11th of February 2025 03:01:27 PM UTC","South Africa","19 to 30",Male,Undergraduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"123400 ms",config.xlsx,S_9_V50_100.mp4,22,"Chrome 132.0.0.0","1366 X 768",Windows,1080,1920,32,16:9,21809,52.13,611e125063d1a52330225838
591,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:01:29 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Poor,"2800 ms",config.xlsx,S_23_V30_80.mp4,53,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1902,4.55,66a502272f546f0bf6174944
592,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:01:48 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"1800 ms",config.xlsx,S_26_V100_50.mp4,60,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,21191,35.66,66a502272f546f0bf6174944
593,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:01:52 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Good,"8600 ms",config.xlsx,S_26_V100_50.mp4,60,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,21191,35.66,667da6b83c73b101dbb3f463
594,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:02:16 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Bad,"1900 ms",config.xlsx,S_14_V80_30.mp4,31,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,667da6b83c73b101dbb3f463
595,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:02:57 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Poor,"44600 ms",config.xlsx,S_5_V30_80.mp4,11,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1230,3.09,66a502272f546f0bf6174944
596,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:03:25 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Fair,"4100 ms",config.xlsx,S_17_V30_80.mp4,39,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7999,19.12,66a502272f546f0bf6174944
597,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:03:25 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"5600 ms",config.xlsx,L_23_V50_100.mp4,76,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,22404,160.40,667da6b83c73b101dbb3f463
598,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:03:50 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"3000 ms",config.xlsx,S_6_V50_100.mp4,13,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11254,25.60,66a502272f546f0bf6174944
599,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:04:00 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Bad,"2300 ms",config.xlsx,L_16_V30_80.mp4,71,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,141,16:9,2162,7.77,667da6b83c73b101dbb3f463
600,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:04:21 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"2200 ms",config.xlsx,S_3_V80_30.mp4,7,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,140,16:9,2354,4.49,667da6b83c73b101dbb3f463
601,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:04:59 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"4700 ms",config.xlsx,L_11_V50_100.mp4,68,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,27807,199.09,66a502272f546f0bf6174944
602,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:05:25 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"1400 ms",config.xlsx,L_26_V100_50.mp4,78,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,42794,306.39,667da6b83c73b101dbb3f463
603,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:05:26 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"3500 ms",config.xlsx,S_15_V80_30.mp4,35,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,4813,11.50,66a502272f546f0bf6174944
604,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:06:04 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Fair,"15500 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2181,5.21,66a502272f546f0bf6174944
605,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:06:29 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"1300 ms",config.xlsx,L_7_V80_30.mp4,65,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,605,4.33,667da6b83c73b101dbb3f463
606,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:06:55 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"2700 ms",config.xlsx,S_15_V30_80.mp4,34,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,138,16:9,5511,13.17,667da6b83c73b101dbb3f463
607,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:07:03 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Poor,"2100 ms",config.xlsx,L_25_V80_30.mp4,77,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1556,10.05,66a502272f546f0bf6174944
608,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:07:27 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"1600 ms",config.xlsx,S_14_V80_30.mp4,31,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,5947,14.21,66a502272f546f0bf6174944
609,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:07:28 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"4400 ms",config.xlsx,S_20_V50_100.mp4,46,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,24731,59.12,667da6b83c73b101dbb3f463
610,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:07:58 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"7700 ms",config.xlsx,S_7_V100_50.mp4,17,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,13350,31.91,66a502272f546f0bf6174944
611,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:08:22 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"1800 ms",config.xlsx,S_24_V100_50.mp4,56,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11258,26.91,66a502272f546f0bf6174944
612,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:08:35 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"2900 ms",config.xlsx,L_17_V50_100.mp4,72,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,19031,136.25,667da6b83c73b101dbb3f463
613,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:08:52 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Bad,"1400 ms",config.xlsx,S_1_V30_80.mp4,1,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2067,6.07,66a502272f546f0bf6174944
614,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:08:59 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"2500 ms",config.xlsx,S_17_V80_30.mp4,40,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,,,667da6b83c73b101dbb3f463
615,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:09:14 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Poor,"2800 ms",config.xlsx,S_3_V80_30.mp4,7,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2354,4.49,66a502272f546f0bf6174944
616,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:09:25 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"2700 ms",config.xlsx,S_18_V100_50.mp4,42,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,22560,53.92,667da6b83c73b101dbb3f463
617,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:09:41 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"3600 ms",config.xlsx,S_8_V50_100.mp4,18,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,19886,47.53,66a502272f546f0bf6174944
618,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:09:52 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Poor,"5000 ms",config.xlsx,S_14_V100_50.mp4,33,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,141,16:9,,,667da6b83c73b101dbb3f463
619,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:10:19 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"2800 ms",config.xlsx,S_5_V80_30.mp4,12,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,146,16:9,1687,4.25,667da6b83c73b101dbb3f463
620,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:10:43 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"1300 ms",config.xlsx,S_22_V30_80.mp4,50,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,6846,16.36,667da6b83c73b101dbb3f463
621,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:10:46 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"900 ms",config.xlsx,L_23_V50_100.mp4,76,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,22404,160.40,66a502272f546f0bf6174944
622,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:11:08 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"1300 ms",config.xlsx,S_4_V100_50.mp4,10,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11913,27.01,66a502272f546f0bf6174944
623,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:11:09 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Excellent,"2000 ms",config.xlsx,S_16_V30_80.mp4,36,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,141,16:9,1903,4.55,667da6b83c73b101dbb3f463
624,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:12:16 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"4800 ms",config.xlsx,L_20_V100_50.mp4,74,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,18602,133.19,66a502272f546f0bf6174944
625,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:12:19 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Fair,"3100 ms",config.xlsx,L_28_V30_80.mp4,79,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,147,16:9,5702,40.83,667da6b83c73b101dbb3f463
626,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:12:44 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Bad,"1500 ms",config.xlsx,S_12_V30_80.mp4,27,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,3583,8.56,667da6b83c73b101dbb3f463
627,9aff6781bd974d9aec2823bb8e192ea2,"Tuesday 11th of February 2025 03:13:09 PM UTC","South Africa","Above 45",Female,GCSEs,Social,"Positive (+)",Low,"Cooking, food",Good,"2900 ms",config.xlsx,S_6_V100_50.mp4,14,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,141,16:9,12952,29.46,667da6b83c73b101dbb3f463
628,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:13:15 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"1200 ms",config.xlsx,L_2_V100_50.mp4,62,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7423,47.85,66a502272f546f0bf6174944
629,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:13:41 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"2400 ms",config.xlsx,S_9_V80_30.mp4,21,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1959,4.68,66a502272f546f0bf6174944
630,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:14:05 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Good,"1200 ms",config.xlsx,S_23_V80_30.mp4,54,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1513,3.62,66a502272f546f0bf6174944
631,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:15:10 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Fair,"2600 ms",config.xlsx,L_7_V80_30.mp4,65,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,605,4.33,66a502272f546f0bf6174944
632,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:15:36 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"2400 ms",config.xlsx,S_20_V80_30.mp4,45,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,145,16:9,5419,12.95,66a502272f546f0bf6174944
633,ddc303bafde5548b56cce359ad784c37,"Tuesday 11th of February 2025 03:16:11 PM UTC","South Africa","19 to 30",Male,Post-Graduate,Medical,"Positive (+)",Low,Gaming,Excellent,"1100 ms",config.xlsx,L_16_V30_80.mp4,71,"Chrome 132.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2162,7.77,66a502272f546f0bf6174944
