Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
973,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:24:35 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"600 ms",config.xlsx,S_2_ProfileC70.mp4,99,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,1202,2.73,674f006f871cbfb0635d8917
974,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:24:35 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"1900 ms",config.xlsx,S_23_ProfileC50.mp4,76,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1016,2.42,66704327b46c7665de1190bc
975,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:24:48 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"2600 ms",config.xlsx,S_15_ProfileC50.mp4,80,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3763,8.98,674395a8b7516620199f0b09
976,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:24:59 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"3000 ms",config.xlsx,S_10_ProfileC70.mp4,100,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,2106,5.02,674f006f871cbfb0635d8917
977,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:24:59 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Excellent,"2600 ms",config.xlsx,S_9_ProfileC90.mp4,77,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,25382,60.55,66704327b46c7665de1190bc
978,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:25:11 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"1300 ms",config.xlsx,S_11_ProfileC50.mp4,81,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,691,1.65,674395a8b7516620199f0b09
979,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:25:20 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Excellent,"600 ms",config.xlsx,S_17_ProfileC90.mp4,101,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,235,16:9,27006,64.42,674f006f871cbfb0635d8917
980,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:25:21 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"1800 ms",config.xlsx,S_4_ProfileC90.mp4,78,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,12306,27.90,66704327b46c7665de1190bc
981,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:25:34 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"800 ms",config.xlsx,S_7_ProfileC50.mp4,82,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,514,1.23,674395a8b7516620199f0b09
982,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:25:43 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"1700 ms",config.xlsx,S_8_ProfileC70.mp4,102,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,238,16:9,1531,3.65,674f006f871cbfb0635d8917
983,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:25:45 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Fair,"2500 ms",config.xlsx,S_11_ProfileC50.mp4,79,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,691,1.65,66704327b46c7665de1190bc
984,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:25:58 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"1500 ms",config.xlsx,S_17_ProfileC90.mp4,83,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,27006,64.42,674395a8b7516620199f0b09
985,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:26:05 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"1200 ms",config.xlsx,S_17_ProfileC50.mp4,103,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,4501,10.74,674f006f871cbfb0635d8917
986,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:26:09 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"2800 ms",config.xlsx,S_15_ProfileC50.mp4,80,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3763,8.98,66704327b46c7665de1190bc
987,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:26:22 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"1400 ms",config.xlsx,S_14_ProfileC70.mp4,84,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,17.54,674395a8b7516620199f0b09
988,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:26:29 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"3200 ms",config.xlsx,S_7_ProfileC50.mp4,104,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,514,1.23,674f006f871cbfb0635d8917
989,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:26:31 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Fair,"1300 ms",config.xlsx,S_11_ProfileC50.mp4,81,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,691,1.65,66704327b46c7665de1190bc
990,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:26:45 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"1900 ms",config.xlsx,S_4_ProfileC30.mp4,85,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,187,0.42,674395a8b7516620199f0b09
991,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:26:52 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Good,"1600 ms",config.xlsx,S_18_ProfileC70.mp4,105,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,242,16:9,7524,17.95,674f006f871cbfb0635d8917
992,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:26:55 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Poor,"2600 ms",config.xlsx,S_7_ProfileC50.mp4,82,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,514,1.23,66704327b46c7665de1190bc
993,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:27:02 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"600 ms",config.xlsx,S_26_ProfileC70.mp4,86,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3452,5.81,674395a8b7516620199f0b09
994,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:27:06 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"10700 ms",config.xlsx,S_19_ProfileC50.mp4,1,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,3423,8.16,60be696a72e74ff708cb13d7
995,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:27:13 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Bad,"700 ms",config.xlsx,S_24_ProfileC30.mp4,106,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,615,1.47,674f006f871cbfb0635d8917
996,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:27:20 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Excellent,"3100 ms",config.xlsx,S_17_ProfileC90.mp4,83,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,27006,64.42,66704327b46c7665de1190bc
997,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:27:28 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"3100 ms",config.xlsx,S_23_ProfileC50.mp4,87,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1016,2.42,674395a8b7516620199f0b09
998,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:27:35 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"1600 ms",config.xlsx,S_4_ProfileC30.mp4,107,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,239,16:9,187,0.42,674f006f871cbfb0635d8917
999,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:27:35 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"2400 ms",config.xlsx,S_1_ProfileC50.mp4,2,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,1571,4.60,60be696a72e74ff708cb13d7
1000,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:27:45 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"3800 ms",config.xlsx,S_14_ProfileC70.mp4,84,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,17.54,66704327b46c7665de1190bc
1001,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:27:50 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Bad,"600 ms",config.xlsx,S_2_ProfileC30.mp4,88,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,493,1.12,674395a8b7516620199f0b09
1002,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:27:58 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"1700 ms",config.xlsx,S_16_ProfileC30.mp4,3,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,966,2.31,60be696a72e74ff708cb13d7
1003,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:28:00 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"5300 ms",config.xlsx,S_6_ProfileC70.mp4,108,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,2927,6.64,674f006f871cbfb0635d8917
1004,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:28:09 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Bad,"4000 ms",config.xlsx,S_4_ProfileC30.mp4,85,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,187,0.42,66704327b46c7665de1190bc
1005,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:28:14 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"700 ms",config.xlsx,S_8_ProfileC30.mp4,89,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,649,1.55,674395a8b7516620199f0b09
1006,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:28:21 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Excellent,"2100 ms",config.xlsx,S_19_ProfileC90.mp4,4,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,22810,54.41,60be696a72e74ff708cb13d7
1007,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:28:24 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"2800 ms",config.xlsx,S_18_ProfileC30.mp4,109,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,2083,4.97,674f006f871cbfb0635d8917
1008,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:28:27 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Fair,"1800 ms",config.xlsx,S_26_ProfileC70.mp4,86,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3452,5.81,66704327b46c7665de1190bc
1009,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:28:37 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"2100 ms",config.xlsx,S_4_ProfileC90.mp4,90,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,12306,27.90,674395a8b7516620199f0b09
1010,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:28:45 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Bad,"3200 ms",config.xlsx,S_2_ProfileC30.mp4,5,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,493,1.12,60be696a72e74ff708cb13d7
1011,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:28:49 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"3900 ms",config.xlsx,S_16_ProfileC70.mp4,110,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,4282,10.21,674f006f871cbfb0635d8917
1012,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:28:50 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Fair,"1600 ms",config.xlsx,S_23_ProfileC50.mp4,87,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1016,2.42,66704327b46c7665de1190bc
1013,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:29:05 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Excellent,"500 ms",config.xlsx,S_1_ProfileC90.mp4,91,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,21.55,674395a8b7516620199f0b09
1014,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:29:08 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Good,"2300 ms",config.xlsx,S_10_ProfileC70.mp4,6,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,2106,5.02,60be696a72e74ff708cb13d7
1015,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:29:12 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Good,"700 ms",config.xlsx,S_5_ProfileC90.mp4,111,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,238,16:9,6923,17.38,674f006f871cbfb0635d8917
1016,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:29:16 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Bad,"6300 ms",config.xlsx,S_2_ProfileC30.mp4,88,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,493,1.12,66704327b46c7665de1190bc
1017,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:29:29 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"500 ms",config.xlsx,S_18_ProfileC70.mp4,92,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7524,17.95,674395a8b7516620199f0b09
1018,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:29:31 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Poor,"1500 ms",config.xlsx,S_12_ProfileC30.mp4,7,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,1011,2.41,60be696a72e74ff708cb13d7
1019,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:29:34 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Fair,"1000 ms",config.xlsx,S_8_ProfileC70.mp4,112,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,1531,3.65,674f006f871cbfb0635d8917
1020,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:29:43 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Poor,"5300 ms",config.xlsx,S_8_ProfileC30.mp4,89,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,649,1.55,66704327b46c7665de1190bc
1021,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:29:49 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"2400 ms",config.xlsx,S_26_ProfileC70.mp4,8,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,3452,5.81,60be696a72e74ff708cb13d7
1022,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:29:52 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"1700 ms",config.xlsx,S_15_ProfileC50.mp4,93,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3763,8.98,674395a8b7516620199f0b09
1023,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:29:55 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"600 ms",config.xlsx,S_17_ProfileC50.mp4,113,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,238,16:9,4501,10.74,674f006f871cbfb0635d8917
1024,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:30:06 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"2500 ms",config.xlsx,S_4_ProfileC90.mp4,90,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,12306,27.90,66704327b46c7665de1190bc
1025,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:30:12 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"2200 ms",config.xlsx,S_3_ProfileC50.mp4,94,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1597,3.03,674395a8b7516620199f0b09
1026,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:30:12 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Excellent,"2400 ms",config.xlsx,S_16_ProfileC70.mp4,9,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,4282,10.21,60be696a72e74ff708cb13d7
1027,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:30:17 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Bad,"1100 ms",config.xlsx,S_21_ProfileC30.mp4,114,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,1778,4.24,674f006f871cbfb0635d8917
1028,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:30:34 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Bad,"1400 ms",config.xlsx,S_2_ProfileC30.mp4,95,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,493,1.12,674395a8b7516620199f0b09
1029,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:30:34 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"1700 ms",config.xlsx,S_1_ProfileC90.mp4,91,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,21.55,66704327b46c7665de1190bc
1030,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:30:36 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Good,"1700 ms",config.xlsx,S_21_ProfileC90.mp4,10,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,16265,38.80,60be696a72e74ff708cb13d7
1031,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:30:39 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Good,"500 ms",config.xlsx,S_22_ProfileC70.mp4,115,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,8985,21.43,674f006f871cbfb0635d8917
1032,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:30:58 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Excellent,"1900 ms",config.xlsx,S_18_ProfileC70.mp4,92,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7524,17.95,66704327b46c7665de1190bc
1033,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:30:59 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Poor,"2900 ms",config.xlsx,S_10_ProfileC30.mp4,96,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,449,1.07,674395a8b7516620199f0b09
1034,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:31:00 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Bad,"3000 ms",config.xlsx,S_24_ProfileC30.mp4,11,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,615,1.47,60be696a72e74ff708cb13d7
1035,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:31:01 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Good,"600 ms",config.xlsx,S_5_ProfileC90.mp4,116,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,238,16:9,6923,17.38,674f006f871cbfb0635d8917
1036,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:31:21 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"2000 ms",config.xlsx,S_15_ProfileC50.mp4,93,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3763,8.98,66704327b46c7665de1190bc
1037,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:31:22 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Good,"1100 ms",config.xlsx,S_21_ProfileC90.mp4,97,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,16265,38.80,674395a8b7516620199f0b09
1038,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:31:22 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Bad,"700 ms",config.xlsx,S_21_ProfileC30.mp4,117,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,240,16:9,1778,4.24,674f006f871cbfb0635d8917
1039,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:31:23 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"2000 ms",config.xlsx,S_20_ProfileC30.mp4,12,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,2153,5.14,60be696a72e74ff708cb13d7
1040,e84af2a1a096662bd409c2fa2be8ce00,"Sunday 23rd of February 2025 04:31:40 PM UTC",Ireland,"Above 45",Male,GCSEs,Other,"Positive (+)",Low,"Cinema, movies",Good,"1400 ms",config.xlsx,S_3_ProfileC50.mp4,94,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1597,3.03,66704327b46c7665de1190bc
1041,75326b5f821b3c5210f736a1febd283d,"Sunday 23rd of February 2025 04:31:45 PM UTC",Portugal,"19 to 30",Female,Post-Graduate,"Engineering and Technology","Neutral (0)",Medium,"Cinema, movies",Fair,"1500 ms",config.xlsx,S_6_ProfileC70.mp4,13,"Chrome 122.0.0.0","1920 X 1080",Linux,1080,1920,60,16:9,2927,6.64,60be696a72e74ff708cb13d7
1042,18e5411a757bfc7a756e31ce4cd23b94,"Sunday 23rd of February 2025 04:31:47 PM UTC",Italy,"Above 45",Female,Undergraduate,Artistic,"Positive (+)",Medium,Art,Poor,"3600 ms",config.xlsx,S_8_ProfileC70.mp4,118,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,479,16:9,1531,3.65,674f006f871cbfb0635d8917
1043,12db9fdcef036e3f4fc3aad170aeab5a,"Sunday 23rd of February 2025 04:31:50 PM UTC","United Kingdom","19 to 30",Female,Post-Graduate,"Engineering and Technology","Positive (+)",Medium,"IT, Computers",Fair,"1000 ms",config.xlsx,S_1_ProfileC50.mp4,98,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1571,4.60,674395a8b7516620199f0b09
